Gene	Vector-1	Vector-2	Vector-3	CEP120-1	CEP120-2	CEP120-3
EIF2S3	22198	24219	21579	24430	25881	27237
C21orf140	0	0	0	0	0	0
MIR2909	0	0	0	0	0	0
SELENOS	4554	5713	4790	5058	5046	6685
SELENOP	1	0	0	0	0	0
SELENOW	1866	1830	1727	2053	1908	2449
SELENOV	0	0	0	0	0	0
SELENOT	1832	1756	1777	2078	1968	2350
SELENOK	1935	2227	1988	1770	1766	2774
SELENOI	4597	4133	4191	5482	5056	5542
SELENOH	292	360	378	326	364	396
SELENOO	1259	1401	1244	1321	1371	1726
SELENON	493	548	383	612	798	518
SELENOM	1816	1786	1545	1818	1700	2214
RNU5D-1	0	2	0	0	0	0
TMEM222	1342	1452	1264	1415	1647	1745
TMEM223	645	638	616	640	610	747
TMEM220	0	8	3	7	12	20
TMEM221	0	1	0	0	0	0
EFR3A	1648	1670	1619	1998	1947	2031
SELENOF	5818	6553	6006	6087	6503	7617
TMEM225	0	0	0	0	0	0
FAM189B	737	791	733	725	820	934
LCMT1-AS2	1	1	1	1	0	1
UBE2Q1-AS1	5	7	3	13	8	20
GK	568	595	398	583	691	626
TPH1	0	1	3	4	6	1
TPH2	0	2	5	1	0	7
OR52Z1	0	0	0	0	0	0
LOC102723582	84	86	69	62	67	73
MIR451B	0	0	0	0	0	0
DDA1	2090	2319	2095	2299	2134	2580
TTTY1B	0	0	0	0	0	0
LINC00176	13	10	7	4	24	18
OVOS2	1	1	2	3	0	10
DHTKD1	1690	1810	1633	1988	2227	1979
OSBPL1A	1245	1388	1313	1457	1452	1811
SOST	5	0	0	1	0	2
DCTPP1	1587	1636	1494	1595	1662	1913
MICB	36	7	77	1	43	50
MICA	596	593	619	638	647	757
DHRS9	0	0	0	0	0	0
DHRS7	325	321	221	339	284	360
DHRS4	218	254	167	311	270	298
DHRS2	11	28	1	14	22	11
DHRS3	1477	1582	1422	1705	1828	1868
DHRS1	477	488	400	420	551	670
CACUL1	2819	2688	2700	2994	3130	3212
NABP2	2108	2377	1942	2255	2471	2552
LOC101928820	12	1	9	7	21	19
LOC101928823	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0
DHRSX	330	460	433	453	397	487
GHRLOS	11	13	22	25	55	16
TPO	0	0	0	0	0	0
LOC400002	0	0	0	0	0	0
ATIC	5509	5869	5234	5741	5910	6695
TPR	8334	7220	8777	9384	9195	9613
HRK	1332	1360	1165	1503	1513	1354
SNAI2	501	410	422	523	649	599
SNAI3	8	5	0	11	10	8
HRG	0	0	5	7	0	0
SNAI1	2897	2058	2796	2436	1812	3451
HRC	4	0	0	0	0	4
OSBPL10	4252	3949	4126	4757	4903	5009
OSBPL11	917	957	1025	1144	1046	1232
ECHS1	3387	3726	2958	3638	3601	4323
MIR8089	0	0	0	0	0	0
MIR8088	0	0	0	0	0	0
MIR8087	0	0	0	0	0	0
MIR8086	0	0	0	0	0	0
MIR8085	925	1015	895	1189	1196	1197
MIR8084	0	0	0	0	0	0
MIR8083	0	0	0	0	0	0
MIR8082	0	0	0	0	0	0
MIR8081	0	0	0	0	0	0
MIR8080	0	0	0	0	0	0
MAP2K4P1	5	1	2	3	0	1
AMELX	0	0	0	0	0	0
AMELY	0	0	0	0	0	0
MIR6760	0	0	0	0	0	0
TOPORS-AS1	42	52	28	52	89	59
LOC100506136	1830	2045	1708	1943	1814	2379
SHKBP1	1361	1545	1319	1510	1599	1715
EN1	41	30	30	65	36	31
EN2	0	0	0	0	0	0
LOC149950	0	0	0	0	0	0
LOC105375483	0	0	0	0	0	0
ENG	1049	1030	974	1312	1210	1330
HDAC10	21	22	18	24	24	21
FBRS	3351	3221	2882	4065	3944	3914
TOR2A	254	304	236	363	333	305
CDKAL1	1521	1606	1477	1580	1706	1932
CYP4B1	2	0	0	0	0	0
FAM81A	422	481	414	499	436	604
FAM81B	2	0	2	2	12	0
FLT4	44	42	37	41	37	50
GPR78	0	0	7	3	2	11
FLT1	0	0	0	0	0	0
PODN	0	0	0	0	0	0
SET	24815	26954	24693	26352	27564	31248
VKORC1	260	283	260	289	270	325
LOC101927480	1428	1651	1391	1620	1943	1803
PVALB	0	0	0	0	0	0
SUGP2	2287	1758	2001	2526	2552	2650
SUGP1	865	1058	999	1027	996	1157
COL25A1	200	152	173	210	246	164
ELMOD3	197	169	157	157	187	183
ELMOD2	864	1234	903	1031	1146	1200
LOC101928978	22	15	18	28	23	21
PRKN	0	0	0	0	0	0
CYP17A1	0	0	0	0	0	0
LOC171391	48	78	55	77	81	51
FAM83H-AS1	4	1	11	13	15	3
PRKY	0	0	0	0	0	0
PRKX	519	504	402	683	706	581
OR14I1	0	0	0	0	0	0
ELAC1	23	41	23	30	34	38
ELAC2	4503	4216	4572	4853	4993	5537
FEM1B	2926	2959	2761	3376	3635	3556
FEM1C	1703	1612	1628	1671	2023	1862
FEM1A	232	175	211	312	235	256
LOC101559451	12	17	7	10	3	22
MS4A6A	0	0	0	0	0	0
METTL21C	9	17	9	11	10	20
METTL21A	927	1038	924	1052	1004	1170
CYSRT1	232	272	236	309	296	278
CXorf49	0	0	0	0	0	0
PFKFB1	2	5	1	2	0	1
PFKFB3	1672	1370	1465	1844	1820	1864
PFKFB2	1392	1207	1299	1438	1477	1576
PFKFB4	1536	1420	1397	1488	1848	1743
ITPA	1755	1963	1569	1872	1816	2287
OR4X1	0	0	0	0	0	0
OR4X2	0	0	0	0	0	0
SCIN	8	1	7	6	1	5
PPP4R4	0	0	0	1	0	0
PPP4R1	3195	3007	2876	3362	3290	3699
PPP4R2	2554	2629	2814	2880	2808	3512
TMED10	7072	8031	7337	8331	8649	8909
LTBR	7683	8092	7018	8909	8482	9744
MAP3K8	690	770	762	696	749	795
MAP3K9	782	824	695	879	952	884
MAP3K2	7183	6479	6758	8675	9022	8210
MAP3K3	970	856	853	1211	1265	1227
SLCO6A1	0	0	0	0	0	0
MAP3K1	1080	1156	1025	1346	1585	1378
MAP3K6	435	360	307	492	517	526
MAP3K7	2569	2936	2643	2963	3111	3343
MAP3K4	1975	1901	1853	2302	2425	2194
MAP3K5	355	443	298	477	424	459
PET117	43	52	31	65	43	62
MARVELD1	1546	1506	1362	1831	1963	1954
MARVELD3	3	1	3	1	2	0
MARVELD2	4	0	2	4	1	1
SMCO3	1	1	0	0	0	0
SMCO2	11	31	5	18	30	16
SMCO1	0	1	0	0	0	0
SMCO4	224	304	215	265	262	345
ZWILCH	2178	2237	2386	2477	2545	2830
SETD9	68	83	54	61	70	66
SMARCAD1	1889	1821	1931	2197	2146	2416
SETD3	3333	3465	3437	3565	3694	4422
SETD2	6379	4855	5799	6954	6602	7045
SETD5	13304	10862	12866	14381	16379	15528
SETD4	667	609	671	675	799	865
SETD7	7106	6230	6191	8497	9015	8064
SETD6	1425	1642	1300	1560	1679	1673
RHOXF1P1	0	0	0	0	0	0
PSRC1	674	803	615	734	867	945
DZIP3	698	643	791	757	751	749
DZIP1	706	635	618	724	784	800
PRSS27	48	60	28	50	30	51
PRSS21	2061	2158	2039	2187	2111	2624
PRSS22	0	2	8	0	4	0
PRSS23	2247	2212	2006	2484	2382	2390
LXN	2	8	1	5	5	2
TMEM212-AS1	21	1	10	12	0	5
VENTX	0	0	0	0	0	0
KRTAP4-9	0	0	0	0	0	0
KRTAP4-8	0	0	0	0	0	0
KRTAP4-3	0	0	0	0	0	0
KRTAP4-2	0	0	0	0	0	0
KRTAP4-5	0	0	0	0	0	0
KRTAP4-4	0	0	0	0	0	0
KRTAP4-7	0	0	0	0	0	0
KRTAP4-6	0	0	0	0	0	0
LOC101929413	0	0	0	0	0	0
RRM2B	940	853	757	931	1048	955
CAPN10-AS1	69	52	56	65	79	78
LOC101929415	0	0	0	0	7	0
GRM5-AS1	0	0	0	0	0	0
KRTAP12-1	0	0	0	0	0	0
KRTAP12-3	0	0	0	0	0	0
KRTAP12-2	0	0	0	0	0	0
TP53	2251	2534	2264	2706	2913	2717
KRTAP12-4	0	0	0	0	0	0
ST8SIA6	2	4	5	9	0	2
ST8SIA5	20	5	15	5	3	14
ST8SIA4	0	4	0	0	0	0
CTAGE7P	4	2	4	8	9	4
ST8SIA2	0	0	5	0	2	0
ST8SIA1	0	0	0	1	0	0
FARS2	977	968	911	983	1026	1035
OR2A25	0	0	0	0	0	0
ALS2CR12	4	11	6	12	7	16
BTBD19	348	399	361	419	547	410
BTBD18	1	4	1	0	5	2
BTBD17	0	0	0	0	0	0
BTBD16	2	2	10	8	0	0
NLRX1	221	256	197	247	370	276
BTBD10	604	694	638	600	793	821
SRPRB	3505	4128	3621	3741	4103	4441
CTDNEP1	2644	2908	2423	2711	2900	3263
SRPRA	6186	6131	6095	6811	6960	7808
MASTL	2668	2544	2443	2868	2942	2889
LOC100129484	22	9	12	10	15	27
TPRX1	0	0	0	1	0	1
LOC101926941	4	3	9	1	10	5
LOC101926942	0	0	0	0	0	0
LOC101926943	10	8	1	9	8	4
TPRXL	0	0	0	0	0	0
WAC	11585	10274	10733	12130	12319	13782
MAST1	77	58	74	111	80	78
MAST2	1418	1251	1325	1519	1649	1914
MAST3	156	164	133	180	225	179
MAST4	50	63	37	76	70	88
CD180	1	0	0	0	0	0
WAS	6	5	2	14	18	11
GALK1	897	980	780	1004	1007	1039
RBFOX1	0	0	0	0	0	0
FARSB	4898	4883	4274	4863	5216	5585
FARSA	6348	6925	6384	6768	6485	8278
C9orf72	372	453	400	508	506	498
C9orf78	1401	1412	1365	1590	1706	1905
IL23A	42	41	53	27	69	38
IL23R	1	1	1	0	4	1
TLN2	651	638	642	820	1088	889
MIR26A1	0	0	0	0	0	0
MIR26A2	1	0	0	1	4	0
LINC01235	0	0	0	0	0	0
LINC01234	354	357	331	423	401	401
NXNL1	0	0	0	0	0	0
TM4SF19-AS1	57	37	38	47	91	35
NTMT1	1479	1530	1312	1573	1464	1687
LCK	0	1	4	0	0	0
SECISBP2	1280	1284	1169	1450	1564	1371
TMEM167B	1107	1092	991	1154	1254	1375
TMEM167A	4001	3693	3700	4210	4389	4834
LOC728040	0	0	0	0	0	0
PROM2	0	0	0	0	0	1
MUM1	1005	1280	1097	1253	1273	1241
PITRM1	2165	2035	2053	2505	2437	2518
RNASEK	75	72	78	89	91	87
RNASEL	0	1	0	0	0	0
RNASE1	1	0	0	0	0	0
RNASE3	0	0	0	0	0	0
RNASE2	0	0	0	0	0	0
RNASE4	0	0	0	0	0	0
RNASE7	0	0	0	0	0	0
RNASE6	0	0	0	0	0	0
RNASE9	0	0	0	0	0	0
KRTAP17-1	0	0	0	0	0	0
CCDC89	0	0	0	0	0	0
SNAP25-AS1	12	22	25	10	27	11
CCDC83	1	0	0	0	0	0
SAXO1	10	2	1	6	6	13
SAXO2	8	12	8	19	17	20
CCDC80	443	371	420	525	590	469
CCDC87	9	4	4	2	5	1
CCDC86	1535	1584	1641	1767	1585	2224
CCDC84	846	862	959	984	862	1127
ZNF569	2	1	0	0	0	2
ZNF568	0	0	0	0	0	0
ZNF567	265	207	187	260	200	262
ZNF566	361	319	383	356	342	402
ZNF565	51	69	59	79	73	54
ZNF564	1	9	2	7	12	3
ZNF563	0	0	0	0	0	0
ZNF562	1508	1433	1384	1633	1945	1744
ZNF561	1352	1383	1260	1535	1604	1515
OR5AS1	0	0	0	0	0	0
ACTA2-AS1	1	3	5	8	3	5
LOC100505824	0	0	0	0	0	0
ACRBP	0	1	0	0	2	1
SOD3	0	4	0	4	0	0
MIR6790	0	0	0	0	0	0
LINC01433	7	7	15	10	1	13
LINC01432	0	0	0	0	0	0
LINC01431	5	9	6	1	5	12
LINC01430	0	1	0	1	0	0
OTOL1	0	0	0	0	0	0
TOMM20	14205	16791	13895	16190	18110	18008
LINC01435	0	0	0	0	0	0
TOMM22	2157	2539	2299	2521	2521	2825
MIR6792	0	0	0	0	0	0
WDFY3-AS2	56	42	54	64	49	52
FAM161A	280	444	253	416	403	324
FAM161B	66	47	43	60	65	55
STYXL1	529	722	607	659	632	743
TOP2A	10970	10770	9985	13160	14769	11665
LOC400794	0	0	0	0	0	0
SDAD1	1643	1692	1526	1734	1960	1936
KIAA0368	12869	11471	11589	13234	13829	14699
MIR4319	0	0	0	0	0	0
MIR4318	0	0	0	0	0	0
FGF9	0	0	0	0	0	0
FGF8	5	0	7	1	6	9
FGF7	1	1	0	13	1	1
FGF6	0	0	0	0	0	1
FGF5	0	0	0	0	0	0
FGF4	0	0	0	0	0	0
FGF3	0	0	0	0	0	0
FGF2	2875	3075	2581	3251	3442	3476
CMSS1	2317	2877	2508	2513	2499	2965
MIR4314	0	0	0	0	0	0
OLFML2B	4	8	4	11	10	12
OLFML2A	159	92	123	140	189	121
SDC1	1126	1201	1054	1186	1302	1259
SDC2	3463	3796	3110	3716	3824	4192
SDC3	472	484	364	547	788	518
SDC4	10541	12024	10500	11974	12357	13900
LOC105375645	0	3	0	1	0	1
LINC01299	1	0	0	0	0	1
LINC01298	0	1	0	1	1	0
LINC01297	0	0	0	0	0	8
DEFB1	43	46	59	70	64	88
LINC01291	97	122	80	129	159	109
LOC105371730	17	14	8	15	5	24
SGCG	2	1	1	2	1	5
SGCE	1687	1741	1652	1973	2043	2134
SGCD	0	0	0	0	0	0
SGCB	360	434	276	338	403	374
SGCA	0	0	0	0	0	0
LINC01465	78	57	72	87	110	94
SGCZ	0	0	0	2	0	0
SNRNP70	4971	5083	4582	5557	5148	6037
NKD1	1	1	0	0	6	2
NKD2	159	120	87	157	169	153
PKD1P6-NPIPP1	3	0	3	4	7	1
MIXL1	0	0	0	0	0	1
LRRN4CL	16	15	12	8	12	5
GATA6-AS1	8	5	9	7	16	23
LEP	0	0	0	0	4	0
PCDH1	31	36	28	32	46	18
XYLB	162	206	174	241	243	168
NUMA1	2173	2159	2096	2707	2794	2647
LIN28B-AS1	0	0	0	0	0	0
LOC105374516	0	0	0	0	0	0
PCDH7	249	211	172	253	253	249
IDH3A	1446	1421	1457	1614	1625	1766
C12orf71	0	0	0	6	3	6
C12orf73	369	416	339	487	410	523
C12orf75	623	706	623	767	783	901
C12orf76	170	161	172	172	196	186
LOC105378614	0	0	1	0	1	0
DGKQ	280	361	222	321	364	347
C8orf4	2840	2206	2202	3065	3206	2317
VKORC1L1	2090	2389	2091	2597	2786	2605
DGKK	0	0	0	0	0	0
DGKH	739	588	588	730	852	750
DGKI	5	5	12	6	13	5
MIR200A	0	0	0	0	0	0
MIR200C	0	0	0	0	0	0
MIR200B	0	0	0	0	0	0
PANO1	9	22	4	24	24	24
DGKG	21	23	38	10	50	28
DGKD	5301	5046	4771	6289	7514	5670
DGKE	1122	1024	994	1291	1432	1317
ICK	581	573	501	745	849	723
ZNF169	53	46	67	62	68	110
TXNDC15	1859	2301	1981	2149	2309	2468
ZNF286A	474	395	468	421	442	544
TXNDC17	1167	1226	1012	1178	1317	1412
TXNDC16	531	402	416	517	530	580
TXNDC11	2929	2692	2798	3040	2821	3250
TXNDC12	408	373	377	487	470	496
C1orf94	0	0	0	0	0	0
DDX53	0	0	0	0	0	0
ZNF286B	129	114	145	73	95	104
DDX51	1337	1147	1058	1312	1557	1331
IQCB1	1442	1564	1520	1527	1622	1832
DDX54	6684	6349	5569	7380	7454	8345
DDX55	1787	1745	1748	2035	2048	2200
AKR1B1	15636	15057	17016	15808	12456	22218
LOC100128531	0	0	0	0	4	0
LOC93463	0	0	0	1	0	0
FOCAD	1499	1370	1420	1664	1634	1652
RNU5E-1	0	0	0	0	0	0
CNDP1	0	3	8	0	0	2
CNDP2	1395	1843	1352	1622	1848	2020
NPL	1	1	0	1	2	0
STRBP	1788	1723	1653	1900	2079	2241
LOC149373	0	0	0	0	0	0
NPB	0	0	0	0	0	0
GADD45GIP1	3641	4044	3694	3874	3642	4700
NPY	0	0	0	0	0	0
ENC1	315	248	238	349	282	245
LOC652276	176	228	196	269	320	234
NPW	16	17	12	6	20	0
NPS	0	0	1	5	0	4
EMCN	0	0	0	0	0	0
LINC01799	3	6	6	5	2	2
LOC107987373	0	0	0	0	0	0
TECTA	15	2	3	8	11	20
TECTB	0	0	0	0	0	1
LHX1	0	0	0	0	0	0
BLOC1S5	393	452	400	444	569	602
ALDH8A1	7	23	14	5	22	8
VEGFD	72	53	56	110	63	109
BLOC1S4	574	683	518	676	678	789
VEGFA	10271	9923	8734	10896	11931	11597
VEGFC	117	121	84	127	145	107
VEGFB	1744	2318	1903	2164	2089	2731
BLOC1S3	434	425	366	539	600	502
UBE2E2	340	382	390	372	329	379
LHX5	0	0	0	0	0	0
RHEB	8029	8100	7783	8233	8166	10109
BLOC1S1	118	134	95	151	126	139
SNORD70	0	0	0	1	3	0
MIR106B	34	33	12	23	39	26
EMC9	330	479	496	496	492	548
SNORD71	1	0	0	1	2	0
FLOT1	8534	8767	7597	9522	9635	9778
FLOT2	2455	2953	2295	2811	2972	3078
EMC3	2853	2800	2779	2830	2932	3485
EMC2	955	1211	1023	1115	1097	1143
EMC1	4136	4256	3894	4705	5014	4903
EMC7	2946	3295	2857	3232	3317	4094
EMC6	98	134	129	103	97	126
EMC4	1865	1994	1843	2160	2272	2454
SERHL2	47	52	35	80	48	63
COL2A1	2	10	3	10	8	3
BSDC1	1281	1469	1249	1576	1606	1511
LOC100507144	1	8	2	1	2	1
DNAH2	42	15	50	45	75	26
DNAH3	1	1	6	0	2	1
MTOR-AS1	0	0	0	1	0	2
EGLN1	1869	1611	1489	1939	2492	2025
DNAH6	6	12	1	12	11	12
C6orf118	0	7	4	0	0	4
ARID5B	2049	1648	1766	2363	2411	2320
ARID5A	390	374	344	433	564	459
LOC105375679	0	0	0	0	0	0
ANKH	7295	6441	6869	7839	7961	8426
LOC101929926	0	0	0	0	0	0
MIR6851	0	0	0	0	0	0
FGF10-AS1	0	0	0	0	0	0
FOLH1	0	0	0	0	0	0
APPBP2	1201	1288	1305	1315	1303	1726
TLDC1	455	391	438	551	601	516
TLDC2	0	0	0	1	0	1
MIMT1	0	0	0	0	1	0
EXOC2	1795	1798	1680	2066	2155	2178
EXOC3	4263	4394	3840	4540	4628	5164
EXOC1	641	807	730	851	919	852
HAP1	18	20	22	24	16	30
EXOC7	926	897	934	1157	1229	1165
EXOC4	2280	2321	2137	2591	2923	2619
EXOC5	2257	2304	2053	2377	2532	2548
EXOC8	696	685	659	827	1026	778
ANK1	73	74	101	131	115	120
ANK2	37	11	19	42	46	16
ANK3	36	14	41	46	44	17
FAM99A	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0
COTL1	5788	5672	5238	6027	5964	7048
TSPEAR	0	0	0	0	0	0
CENPO	897	913	818	1123	1123	1014
CENPN	1586	1561	1501	1591	1702	1792
DPP10	0	0	0	0	0	0
CENPL	1165	1102	1071	1265	1393	1452
CENPK	1622	1555	1559	1507	1503	1664
CENPJ	1015	835	1058	1064	1018	1181
CENPI	703	703	595	766	740	729
CENPH	2124	2351	2273	2463	2583	2796
SIMC1	0	0	1	0	1	0
CENPF	8955	6775	8230	9648	10036	9014
CENPE	1935	1905	2286	2471	2462	2496
CENPC	287	298	290	370	389	368
CENPB	3821	3751	3113	4493	4194	4328
RAMP3	0	0	0	0	0	0
RAMP2	0	0	0	0	0	0
CLCF1	416	369	341	506	350	442
SSH2	1174	941	1149	1261	1396	1330
SSH3	508	437	480	585	537	617
CENPX	1453	1408	1318	1544	1448	1940
CENPW	804	970	834	864	894	1128
CENPV	1788	1805	1643	1981	1988	2221
CENPU	890	859	828	881	843	936
CENPT	708	642	709	744	661	791
CENPS	66	67	67	42	45	77
CENPQ	449	392	409	500	438	589
CENPP	388	338	328	418	396	494
MIF4GD	697	893	731	628	762	917
UCA1	0	0	0	0	0	0
NET1	4982	4799	4561	5556	5625	5833
DHX38	2632	2545	2573	2917	3228	3363
TRIB1	588	520	572	613	844	541
TRIB2	24	21	36	45	33	29
TRIB3	24643	23771	21762	26268	25398	28281
DHX30	6340	6084	5770	7363	7016	7655
DHX32	1563	1656	1728	1641	1702	1839
DHX33	3191	2957	2707	3591	4062	3414
DHX34	1373	1317	1399	1535	1570	1732
DHX35	696	764	752	923	865	969
DHX36	2891	2638	2704	3315	3139	3694
DHX37	2412	2258	2437	2968	2926	2861
CABIN1	979	974	1042	1211	1512	1211
MIR6720	0	0	0	0	0	0
ZNF768	1161	1337	1120	1430	1381	1351
ZNF765	331	364	380	442	426	411
ZNF764	352	376	241	373	421	353
ZNF766	207	136	163	231	246	160
ZNF761	328	322	297	383	381	395
ZNF763	2	1	7	1	0	6
RPP21	0	0	0	0	0	0
RPP25	2859	3132	2544	3235	3158	3488
PMCH	0	0	0	0	0	0
NKX2-8	0	0	14	0	4	0
GIMD1	0	0	0	0	0	0
HACD1	1056	1234	1058	1080	959	1370
HACD3	4446	4481	4324	5016	5185	5297
HACD2	7902	7389	7291	8233	8648	9426
HACD4	5	9	8	12	15	11
RIPOR1	1114	1164	1076	1344	1403	1335
RIPOR2	4	17	23	16	15	8
RIPOR3	0	3	8	9	2	5
RBMY2FP	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0
MIR520B	0	0	0	0	0	0
MIR520C	0	0	0	0	0	0
MIR520A	0	0	0	0	0	0
MIR520F	0	0	0	0	0	0
MIR520G	0	0	0	0	0	0
MIR520D	0	0	0	0	0	0
MIR520E	0	0	0	0	0	0
MAFTRR	0	0	0	0	0	0
LOC100129917	201	219	209	204	225	234
GCNA	235	177	218	198	164	320
GREB1	142	172	166	187	170	148
KRTAP5-5	0	0	0	0	0	0
KRTAP5-6	0	0	0	0	0	0
KRTAP5-7	0	0	0	0	0	0
MACC1	0	0	0	0	1	6
KRTAP5-1	0	0	0	0	0	0
KRTAP5-2	0	0	0	0	0	0
KRTAP5-3	0	0	0	0	0	0
PRR5-ARHGAP8	0	0	0	0	0	0
KRTAP5-8	0	0	0	0	0	1
KRTAP5-9	0	0	0	0	0	0
GCN1	10185	8053	9265	11571	11165	12306
ARSI	12	13	3	12	2	18
FBXO28	3002	2774	2811	3187	3050	3406
MYO9B	1227	1159	1169	1612	1476	1651
MYO9A	1416	1171	1252	1755	1846	1468
MYCBP2-AS1	5	6	0	1	1	0
EZH1	518	496	363	522	662	476
EZH2	6551	7016	6716	7283	7135	8244
TEN1	0	4	1	1	5	0
RAVER1	1467	1241	1197	1761	1880	1712
RAVER2	1101	1131	1056	1229	1395	1389
NAA40	740	909	741	937	1011	1000
LOC100289473	0	0	0	0	0	0
ATAD3C	6	4	9	12	4	9
ATAD3B	2250	2207	2168	2492	2510	2782
ATAD3A	2816	2946	2443	3272	3028	3501
NR4A2	739	598	734	836	810	928
NR4A3	709	660	594	764	1087	747
NR4A1	1258	1002	1081	1400	1147	1194
LOC284379	0	0	0	0	0	0
COL20A1	1	0	0	2	2	1
OR6J1	0	0	0	0	0	0
BOLA1	218	342	213	240	219	306
BOLA3	320	301	288	261	300	413
BOLA2	0	0	0	2	1	1
NDUFB9	2893	3041	3014	2955	2753	4018
NDUFB8	179	180	130	174	161	213
NDUFB7	1741	1881	1618	1787	1649	2057
NDUFB6	1338	1504	1220	1500	1397	1991
NDUFB5	3396	3801	3124	3261	3568	4274
NDUFB4	2913	2842	2960	2874	2856	3719
MIR1233-1	0	0	0	0	0	0
NDUFB2	1223	1295	1102	1242	1207	1599
NDUFB1	1042	1343	1329	1180	1074	1526
MIR1233-2	0	0	0	0	0	0
DNAH11	244	202	285	305	358	267
STAP2	14	2	0	2	9	2
STAP1	0	0	4	0	0	0
UMAD1	196	267	225	280	262	247
ANKRD45	0	0	0	0	1	0
ANKRD44	107	113	111	97	168	115
ANKRD46	169	181	157	202	205	187
RNF103-CHMP3	14	17	12	22	25	27
ANKRD42	360	293	359	398	344	446
LINC00945	4	0	0	0	0	0
LINC00940	0	0	0	0	0	0
FOXP1-AS1	0	5	0	0	0	0
MRRF	2801	3218	2831	3356	3771	3610
PHB	3988	3930	3833	4361	3864	4955
PGGT1B	1090	1085	1036	1166	1224	1148
ATRAID	2015	2233	1912	2124	2260	2627
DGUOK-AS1	22	41	11	14	24	31
KANSL3	4029	3543	3723	4240	4311	4559
KANSL2	2057	2193	1983	2402	2335	2628
KANSL1	768	678	684	800	1030	854
RYR1	0	0	0	1	3	0
ZFHX2-AS1	7	2	2	2	3	4
RBM34	21	24	25	23	26	54
CDK5R1	327	302	358	299	373	543
HOXC-AS2	22	18	9	13	19	25
RBM33	3123	2629	2863	3368	3600	3148
CDK5R2	2	1	14	1	6	5
RBM39	21754	21646	22337	23614	25002	27189
RBM38	627	768	640	668	818	822
EPHB2	1459	1407	1347	1714	1618	1807
MIR1261	0	0	0	0	0	0
MIR1262	0	0	0	0	1	1
MIR1263	0	0	0	0	0	0
EPHB6	0	0	0	0	0	0
MIR1265	0	0	0	0	0	0
MIR1266	0	0	0	0	0	0
MIR1267	0	0	0	0	0	0
TP53INP1	35	24	18	20	27	9
EVX1-AS	0	0	0	0	0	0
TP53INP2	378	550	404	467	503	533
ANG	66	37	50	58	46	59
MIR6075	0	0	0	0	2	0
MELK	3198	3353	3420	3698	4013	4254
TIE1	0	0	0	0	0	0
RYR3	110	135	127	132	175	105
MDFI	1	1	1	1	1	6
RYR2	1144	785	1058	1396	1411	1219
XAGE5	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0
XAGE3	0	0	0	0	0	0
ZNF34	52	58	66	75	133	103
ZNF35	236	216	206	269	278	265
ZNF32	0	0	0	0	0	1
ZNF30	29	52	44	48	42	56
GAREM1	63	70	51	93	63	43
SH3GL1	4168	4496	3818	4749	5201	5082
SH3GL3	0	0	3	0	4	0
SH3GL2	67	62	108	97	128	91
SLC10A3	1208	1071	1070	1323	1228	1358
SLC10A2	0	0	0	0	0	0
SLC10A1	1	1	1	7	0	0
SLC10A7	633	616	845	710	776	915
SLC10A6	2	18	8	6	2	18
SLC10A5	36	16	35	27	36	31
SLC10A4	4	0	4	6	2	2
OVAAL	0	0	0	0	1	0
UGGT2	1084	1125	1015	1099	1219	1303
UGGT1	6312	6455	6242	7453	8564	7819
BSPRY	3	8	4	7	7	6
ITPRIPL2	2908	2900	2519	3726	4129	3024
ITPRIPL1	0	0	0	0	2	0
KIAA1755	0	0	0	1	1	0
RFPL3S	2	6	9	12	2	11
FRMD8P1	0	0	0	0	0	0
KRTAP16-1	0	0	0	0	0	0
LOC105376490	0	0	0	0	0	0
MANEA-AS1	4	4	0	11	0	8
DCLRE1B	652	571	652	765	781	703
DCLRE1C	726	889	859	891	1052	929
DCLRE1A	774	733	861	823	959	936
RNU6ATAC	0	0	0	0	0	6
CYP4A22	0	0	0	0	0	0
PDXDC2P	4	0	2	2	1	4
XXYLT1	920	953	970	1051	1329	1208
ZNF804A	0	0	1	4	0	0
KIAA0087	0	0	0	0	0	0
ZNF804B	2	0	4	0	1	0
UPP2	0	0	0	0	0	0
UPP1	5732	6027	5644	5944	6354	7896
FAM9B	57	84	92	76	111	117
FAM9C	0	1	1	4	0	0
FAM9A	0	0	0	0	0	0
INA	0	0	0	0	0	0
SNORD62A	2	1	1	1	1	1
SNORD62B	9	13	3	5	6	3
LOC101927765	43	32	54	63	54	65
LOC101927762	1	1	2	1	0	2
LYPLA1	1864	2017	1921	2322	2207	2429
LYPLA2	1518	1413	1445	1474	1456	1935
MC2R	0	0	0	0	0	0
LOC101927769	0	0	0	0	0	0
LOC100507557	52	51	94	58	74	64
CYBRD1	1978	2184	2302	2304	2185	2743
SPAG8	1	1	2	1	2	1
SPAG9	5761	5261	5571	6166	6678	6812
SPAG6	0	1	0	0	0	1
SPAG7	1556	1613	1630	1611	1701	1981
P4HB	34571	34665	33256	37054	38346	42551
SPAG5	2367	2154	2232	2739	2823	2619
PABPC5-AS1	0	0	0	0	0	0
CAB39L	116	125	127	96	156	166
FUT11	1346	1512	1451	1553	2305	1574
